Mod:Item:MetaData, Localized Name
gregtech:gt.metaitem.02:20089, Small Lead Gear
gregtech:gt.metaitem.02:20090, Small Bismuth Gear
gregtech:gt.metaitem.02:20129, Small Neutronium Gear
gregtech:gt.metaitem.02:20299, Small Stone Gear
gregtech:gt.metaitem.02:20300, Small Bronze Gear
gregtech:gt.metaitem.02:20301, Small Brass Gear
gregtech:gt.metaitem.02:20302, Small Invar Gear
gregtech:gt.metaitem.02:20303, Small Electrum Gear
gregtech:gt.metaitem.02:20304, Small Wrought Iron Gear
gregtech:gt.metaitem.02:20305, Small Steel Gear
gregtech:gt.metaitem.02:20306, Small Stainless Steel Gear
gregtech:gt.metaitem.02:20313, Small Magnalium Gear
gregtech:gt.metaitem.02:20316, Small Tungstensteel Gear
gregtech:gt.metaitem.02:20317, Small Osmiridium Gear
gregtech:gt.metaitem.02:20319, Small Adamantium Gear
gregtech:gt.metaitem.02:20321, Small Enderium Gear
gregtech:gt.metaitem.02:20322, Small HSLA Steel Gear
gregtech:gt.metaitem.02:20325, Small Naquadah Alloy Gear
gregtech:gt.metaitem.02:20330, Small Thaumium Gear
gregtech:gt.metaitem.02:20338, Small Ironwood Gear
gregtech:gt.metaitem.02:20339, Small Steeleaf Gear
gregtech:gt.metaitem.02:20343, Small Cobalt Brass Gear
gregtech:gt.metaitem.02:20344, Small Ultimet Gear
gregtech:gt.metaitem.02:20345, Small Annealed Copper Gear
gregtech:gt.metaitem.02:20346, Small Fiery Steel Gear
gregtech:gt.metaitem.02:20350, Small Sterling Silver Gear
gregtech:gt.metaitem.02:20351, Small Rose Gold Gear
gregtech:gt.metaitem.02:20352, Small Black Bronze Gear
gregtech:gt.metaitem.02:20353, Small Bismuth Bronze Gear
gregtech:gt.metaitem.02:20354, Small Magnetic Iron Gear
gregtech:gt.metaitem.02:20355, Small Magnetic Steel Gear
gregtech:gt.metaitem.02:20356, Small Magnetic Neodymium Gear
gregtech:gt.metaitem.02:20362, Small Knightmetal Gear
gregtech:gt.metaitem.02:20363, Small Tin Alloy Gear
gregtech:gt.metaitem.02:20364, Small Dark Steel Gear
gregtech:gt.metaitem.02:20365, Small Redstone Alloy Gear
gregtech:gt.metaitem.02:20366, Small Soularium Gear
gregtech:gt.metaitem.02:20367, Small Conductive Iron Gear
gregtech:gt.metaitem.02:20368, Small Electrical Steel Gear
gregtech:gt.metaitem.02:20369, Small Energetic Alloy Gear
gregtech:gt.metaitem.02:20370, Small Tungstencarbide Gear
gregtech:gt.metaitem.02:20371, Small Vanadiumsteel Gear
gregtech:gt.metaitem.02:20372, Small HSS-G Gear
gregtech:gt.metaitem.02:20373, Small HSS-E Gear
gregtech:gt.metaitem.02:20374, Small HSS-S Gear
gregtech:gt.metaitem.02:20378, Small Vibrant Alloy Gear
gregtech:gt.metaitem.02:20379, Small Pulsating Iron Gear
gregtech:gt.metaitem.02:20380, Small Diamericium Titanium Gear
gregtech:gt.metaitem.02:20387, Small Mytryl Gear
gregtech:gt.metaitem.02:20389, Small Oriharukon Gear
gregtech:gt.metaitem.02:20391, Small Quantium Gear
gregtech:gt.metaitem.02:20392, Small Europium Oxide Gear
gregtech:gt.metaitem.02:20393, Small Magnetic Europium Oxide Gear
gregtech:gt.metaitem.02:20401, Small Infinity Catalyst Gear
gregtech:gt.metaitem.02:20402, Small Infinity Gear
gregtech:gt.metaitem.02:20416, Small Black Plutonium Gear
gregtech:gt.metaitem.02:20417, Small Ledox Gear
gregtech:gt.metaitem.02:20418, Small Cosmic Neutronium Gear
gregtech:gt.metaitem.02:20419, Small Ichorium Gear
gregtech:gt.metaitem.02:20420, Small Phoenixite Gear
gregtech:gt.metaitem.02:20470, Small Epoxy Resin Gear
gregtech:gt.metaitem.02:20471, Small Silicone Rubber Gear
gregtech:gt.metaitem.02:20472, Small Polycaprolactam Gear
gregtech:gt.metaitem.02:20473, Small Polytetrafluoroethylene Gear
gregtech:gt.metaitem.02:20500, Small Diamond Gear
gregtech:gt.metaitem.02:20540, Small Aer Gear
gregtech:gt.metaitem.02:20541, Small Ignis Gear
gregtech:gt.metaitem.02:20542, Small Terra Gear
gregtech:gt.metaitem.02:20543, Small Aqua Gear
gregtech:gt.metaitem.02:20544, Small Perditio Gear
gregtech:gt.metaitem.02:20545, Small Ordo Gear
gregtech:gt.metaitem.02:20599, Small Polybenzimidazole Gear
gregtech:gt.metaitem.02:20610, Small Fiber-Reinforced Epoxy Resin Gear
gregtech:gt.metaitem.02:20613, Small Nickel-Zinc Ferrite Gear
gregtech:gt.metaitem.02:20631, Small Polyphenylene Sulfide Gear
gregtech:gt.metaitem.02:20635, Small Styrene-Butadiene Rubber Gear
gregtech:gt.metaitem.02:20636, Small Polystyrene Gear
gregtech:gt.metaitem.02:20649, Small Polyvinyl Chloride Gear
gregtech:gt.metaitem.02:20809, Small Wood Gear
gregtech:gt.metaitem.02:20845, Small Marble Gear
gregtech:gt.metaitem.02:20849, Small Black Granite Gear
gregtech:gt.metaitem.02:20850, Small Red Granite Gear
gregtech:gt.metaitem.02:20854, Small Construction Foam Gear
gregtech:gt.metaitem.02:20874, Small Polyethylene Gear
gregtech:gt.metaitem.02:20880, Small Rubber Gear
gregtech:gt.metaitem.02:20884, Small Desh Gear
gregtech:gt.metaitem.02:20889, Small Sealed Wood Gear
gregtech:gt.metaitem.02:20975, Small Meitnerium Gear
gregtech:gt.metaitem.02:20976, Small Awakened Draconium Gear
gregtech:gt.metaitem.02:21010, Carbon Rotor
gregtech:gt.metaitem.02:21019, Aluminium Rotor
gregtech:gt.metaitem.02:21028, Titanium Rotor
gregtech:gt.metaitem.02:21030, Chrome Rotor
gregtech:gt.metaitem.02:21032, Iron Rotor
gregtech:gt.metaitem.02:21034, Nickel Rotor
gregtech:gt.metaitem.02:21035, Copper Rotor
gregtech:gt.metaitem.02:21052, Palladium Rotor
gregtech:gt.metaitem.02:21054, Silver Rotor
gregtech:gt.metaitem.02:21057, Tin Rotor
gregtech:gt.metaitem.02:21067, Neodymium Rotor
gregtech:gt.metaitem.02:21081, Tungsten Rotor
gregtech:gt.metaitem.02:21083, Osmium Rotor
gregtech:gt.metaitem.02:21084, Iridium Rotor
gregtech:gt.metaitem.02:21085, Platinum Rotor
gregtech:gt.metaitem.02:21086, Gold Rotor
gregtech:gt.metaitem.02:21089, Lead Rotor
gregtech:gt.metaitem.02:21090, Bismuth Rotor
gregtech:gt.metaitem.02:21129, Neutronium Rotor
gregtech:gt.metaitem.02:21300, Bronze Rotor
gregtech:gt.metaitem.02:21301, Brass Rotor
gregtech:gt.metaitem.02:21302, Invar Rotor
gregtech:gt.metaitem.02:21303, Electrum Rotor
gregtech:gt.metaitem.02:21304, Wrought Iron Rotor
gregtech:gt.metaitem.02:21305, Steel Rotor
gregtech:gt.metaitem.02:21306, Stainless Steel Rotor
gregtech:gt.metaitem.02:21313, Magnalium Rotor
gregtech:gt.metaitem.02:21316, Tungstensteel Rotor
gregtech:gt.metaitem.02:21317, Osmiridium Rotor
gregtech:gt.metaitem.02:21319, Adamantium Rotor
gregtech:gt.metaitem.02:21321, Enderium Rotor
gregtech:gt.metaitem.02:21322, HSLA Steel Rotor
gregtech:gt.metaitem.02:21325, Naquadah Alloy Rotor
gregtech:gt.metaitem.02:21330, Thaumium Rotor
gregtech:gt.metaitem.02:21338, Ironwood Rotor
gregtech:gt.metaitem.02:21339, Steeleaf Rotor
gregtech:gt.metaitem.02:21343, Cobalt Brass Rotor
gregtech:gt.metaitem.02:21344, Ultimet Rotor
gregtech:gt.metaitem.02:21345, Annealed Copper Rotor
gregtech:gt.metaitem.02:21346, Fiery Steel Rotor
gregtech:gt.metaitem.02:21350, Sterling Silver Rotor
gregtech:gt.metaitem.02:21351, Rose Gold Rotor
gregtech:gt.metaitem.02:21352, Black Bronze Rotor
gregtech:gt.metaitem.02:21353, Bismuth Bronze Rotor
gregtech:gt.metaitem.02:21354, Magnetic Iron Rotor
gregtech:gt.metaitem.02:21355, Magnetic Steel Rotor
gregtech:gt.metaitem.02:21356, Magnetic Neodymium Rotor
gregtech:gt.metaitem.02:21362, Knightmetal Rotor
gregtech:gt.metaitem.02:21363, Tin Alloy Rotor
gregtech:gt.metaitem.02:21364, Dark Steel Rotor
gregtech:gt.metaitem.02:21365, Redstone Alloy Rotor
gregtech:gt.metaitem.02:21366, Soularium Rotor
gregtech:gt.metaitem.02:21367, Conductive Iron Rotor
gregtech:gt.metaitem.02:21368, Electrical Steel Rotor
gregtech:gt.metaitem.02:21369, Energetic Alloy Rotor
gregtech:gt.metaitem.02:21370, Tungstencarbide Rotor
gregtech:gt.metaitem.02:21371, Vanadiumsteel Rotor
gregtech:gt.metaitem.02:21372, HSS-G Rotor
gregtech:gt.metaitem.02:21373, HSS-E Rotor
gregtech:gt.metaitem.02:21374, HSS-S Rotor
gregtech:gt.metaitem.02:21378, Vibrant Alloy Rotor
gregtech:gt.metaitem.02:21379, Pulsating Iron Rotor
gregtech:gt.metaitem.02:21380, Diamericium Titanium Rotor
gregtech:gt.metaitem.02:21387, Mytryl Rotor
gregtech:gt.metaitem.02:21389, Oriharukon Rotor
gregtech:gt.metaitem.02:21391, Quantium Rotor
gregtech:gt.metaitem.02:21392, Europium Oxide Rotor
gregtech:gt.metaitem.02:21393, Magnetic Europium Oxide Rotor
gregtech:gt.metaitem.02:21401, Infinity Catalyst Rotor
gregtech:gt.metaitem.02:21402, Infinity Rotor
gregtech:gt.metaitem.02:21416, Black Plutonium Rotor
gregtech:gt.metaitem.02:21417, Ledox Rotor
gregtech:gt.metaitem.02:21418, Cosmic Neutronium Rotor
gregtech:gt.metaitem.02:21419, Ichorium Rotor
gregtech:gt.metaitem.02:21420, Phoenixite Rotor
gregtech:gt.metaitem.02:21470, Epoxy Resin Rotor
gregtech:gt.metaitem.02:21472, Polycaprolactam Rotor
gregtech:gt.metaitem.02:21473, Polytetrafluoroethylene Rotor
gregtech:gt.metaitem.02:21599, Polybenzimidazole Rotor
gregtech:gt.metaitem.02:21610, Fiber-Reinforced Epoxy Resin Rotor
gregtech:gt.metaitem.02:21613, Nickel-Zinc Ferrite Rotor
gregtech:gt.metaitem.02:21631, Polyphenylene Sulfide Rotor
gregtech:gt.metaitem.02:21809, Wood Rotor
gregtech:gt.metaitem.02:21884, Desh Rotor
gregtech:gt.metaitem.02:21889, Sealed Wood Rotor
gregtech:gt.metaitem.02:21975, Meitnerium Rotor
gregtech:gt.metaitem.02:21976, Awakened Draconium Rotor
gregtech:gt.metaitem.02:22006, Long Lithium Rod
gregtech:gt.metaitem.02:22008, Long Beryllium Rod
gregtech:gt.metaitem.02:22010, Long Carbon Rod
gregtech:gt.metaitem.02:22018, Long Magnesium Rod
gregtech:gt.metaitem.02:22019, Long Aluminium Rod
gregtech:gt.metaitem.02:22020, Long Silicon Rod
gregtech:gt.metaitem.02:22025, Long Potassium Rod
gregtech:gt.metaitem.02:22028, Long Titanium Rod
gregtech:gt.metaitem.02:22029, Long Vanadium Rod
gregtech:gt.metaitem.02:22030, Long Chrome Rod
gregtech:gt.metaitem.02:22031, Long Manganese Rod
gregtech:gt.metaitem.02:22032, Long Iron Rod
gregtech:gt.metaitem.02:22033, Long Cobalt Rod
gregtech:gt.metaitem.02:22034, Long Nickel Rod
gregtech:gt.metaitem.02:22035, Long Copper Rod
gregtech:gt.metaitem.02:22036, Long Zinc Rod
gregtech:gt.metaitem.02:22037, Long Gallium Rod
gregtech:gt.metaitem.02:22039, Long Arsenic Rod
gregtech:gt.metaitem.02:22045, Long Yttrium Rod
gregtech:gt.metaitem.02:22047, Long Niobium Rod
gregtech:gt.metaitem.02:22048, Long Molybdenum Rod
gregtech:gt.metaitem.02:22052, Long Palladium Rod
gregtech:gt.metaitem.02:22054, Long Silver Rod
gregtech:gt.metaitem.02:22056, Long Indium Rod
gregtech:gt.metaitem.02:22057, Long Tin Rod
gregtech:gt.metaitem.02:22058, Long Antimony Rod
gregtech:gt.metaitem.02:22062, Long Caesium Rod
gregtech:gt.metaitem.02:22064, Long Lanthanum Rod
gregtech:gt.metaitem.02:22065, Long Cerium Rod
gregtech:gt.metaitem.02:22067, Long Neodymium Rod
gregtech:gt.metaitem.02:22070, Long Europium Rod
gregtech:gt.metaitem.02:22078, Long Lutetium Rod
gregtech:gt.metaitem.02:22080, Long Tantalum Rod
gregtech:gt.metaitem.02:22081, Long Tungsten Rod
gregtech:gt.metaitem.02:22083, Long Osmium Rod
gregtech:gt.metaitem.02:22084, Long Iridium Rod
gregtech:gt.metaitem.02:22085, Long Platinum Rod
gregtech:gt.metaitem.02:22086, Long Gold Rod
gregtech:gt.metaitem.02:22089, Long Lead Rod
gregtech:gt.metaitem.02:22090, Long Bismuth Rod
gregtech:gt.metaitem.02:22096, Long Thorium Rod
gregtech:gt.metaitem.02:22097, Long Uranium 235 Rod
gregtech:gt.metaitem.02:22098, Long Uranium 238 Rod
gregtech:gt.metaitem.02:22100, Long Plutonium 239 Rod
gregtech:gt.metaitem.02:22101, Long Plutonium 241 Rod
gregtech:gt.metaitem.02:22103, Long Americium Rod
gregtech:gt.metaitem.02:22129, Long Neutronium Rod
gregtech:gt.metaitem.02:22300, Long Bronze Rod
gregtech:gt.metaitem.02:22301, Long Brass Rod
gregtech:gt.metaitem.02:22302, Long Invar Rod
gregtech:gt.metaitem.02:22303, Long Electrum Rod
gregtech:gt.metaitem.02:22304, Long Wrought Iron Rod
gregtech:gt.metaitem.02:22305, Long Steel Rod
gregtech:gt.metaitem.02:22306, Long Stainless Steel Rod
gregtech:gt.metaitem.02:22307, Long Pig Iron Rod
gregtech:gt.metaitem.02:22308, Long Red Alloy Rod
gregtech:gt.metaitem.02:22309, Long Blue Alloy Rod
gregtech:gt.metaitem.02:22310, Long Cupronickel Rod
gregtech:gt.metaitem.02:22311, Long Nichrome Rod
gregtech:gt.metaitem.02:22312, Long Kanthal Rod
gregtech:gt.metaitem.02:22313, Long Magnalium Rod
gregtech:gt.metaitem.02:22314, Long Soldering Alloy Rod
gregtech:gt.metaitem.02:22315, Long Battery Alloy Rod
gregtech:gt.metaitem.02:22316, Long Tungstensteel Rod
gregtech:gt.metaitem.02:22317, Long Osmiridium Rod
gregtech:gt.metaitem.02:22318, Long Sunnarium Rod
gregtech:gt.metaitem.02:22319, Long Adamantium Rod
gregtech:gt.metaitem.02:22320, Long Fluxed Electrum Rod
gregtech:gt.metaitem.02:22321, Long Enderium Rod
gregtech:gt.metaitem.02:22322, Long HSLA Steel Rod
gregtech:gt.metaitem.02:22324, Long Naquadah Rod
gregtech:gt.metaitem.02:22325, Long Naquadah Alloy Rod
gregtech:gt.metaitem.02:22326, Long Enriched Naquadah Rod
gregtech:gt.metaitem.02:22327, Long Naquadria Rod
gregtech:gt.metaitem.02:22328, Long Duranium Rod
gregtech:gt.metaitem.02:22329, Long Tritanium Rod
gregtech:gt.metaitem.02:22330, Long Thaumium Rod
gregtech:gt.metaitem.02:22331, Long Mithril Rod
gregtech:gt.metaitem.02:22332, Long Midasium Rod
gregtech:gt.metaitem.02:22333, Long Astral Silver Rod
gregtech:gt.metaitem.02:22334, Long Black Steel Rod
gregtech:gt.metaitem.02:22335, Long Damascus Steel Rod
gregtech:gt.metaitem.02:22336, Long Shadowiron Rod
gregtech:gt.metaitem.02:22337, Long Shadowsteel Rod
gregtech:gt.metaitem.02:22338, Long Ironwood Rod
gregtech:gt.metaitem.02:22339, Long Steeleaf Rod
gregtech:gt.metaitem.02:22340, Long Meteoric Iron Rod
gregtech:gt.metaitem.02:22341, Long Meteoric Steel Rod
gregtech:gt.metaitem.02:22342, Long Dark Iron Rod
gregtech:gt.metaitem.02:22343, Long Cobalt Brass Rod
gregtech:gt.metaitem.02:22344, Long Ultimet Rod
gregtech:gt.metaitem.02:22345, Long Annealed Copper Rod
gregtech:gt.metaitem.02:22346, Long Fiery Steel Rod
gregtech:gt.metaitem.02:22347, Long Firestone Rod
gregtech:gt.metaitem.02:22348, Long Red Steel Rod
gregtech:gt.metaitem.02:22349, Long Blue Steel Rod
gregtech:gt.metaitem.02:22350, Long Sterling Silver Rod
gregtech:gt.metaitem.02:22351, Long Rose Gold Rod
gregtech:gt.metaitem.02:22352, Long Black Bronze Rod
gregtech:gt.metaitem.02:22353, Long Bismuth Bronze Rod
gregtech:gt.metaitem.02:22354, Long Magnetic Iron Rod
gregtech:gt.metaitem.02:22355, Long Magnetic Steel Rod
gregtech:gt.metaitem.02:22356, Long Magnetic Neodymium Rod
gregtech:gt.metaitem.02:22357, Long Vanadium-Gallium Rod
gregtech:gt.metaitem.02:22358, Long Yttrium Barium Cuprate Rod
gregtech:gt.metaitem.02:22359, Long Niobium Nitride Rod
gregtech:gt.metaitem.02:22360, Long Niobium-Titanium Rod
gregtech:gt.metaitem.02:22361, Long Chromium Dioxide Rod
gregtech:gt.metaitem.02:22362, Long Knightmetal Rod
gregtech:gt.metaitem.02:22363, Long Tin Alloy Rod
gregtech:gt.metaitem.02:22364, Long Dark Steel Rod
gregtech:gt.metaitem.02:22365, Long Redstone Alloy Rod
gregtech:gt.metaitem.02:22366, Long Soularium Rod
gregtech:gt.metaitem.02:22367, Long Conductive Iron Rod
gregtech:gt.metaitem.02:22368, Long Electrical Steel Rod
gregtech:gt.metaitem.02:22369, Long Energetic Alloy Rod
gregtech:gt.metaitem.02:22370, Long Tungstencarbide Rod
gregtech:gt.metaitem.02:22371, Long Vanadiumsteel Rod
gregtech:gt.metaitem.02:22372, Long HSS-G Rod
gregtech:gt.metaitem.02:22373, Long HSS-E Rod
gregtech:gt.metaitem.02:22374, Long HSS-S Rod
gregtech:gt.metaitem.02:22378, Long Vibrant Alloy Rod
gregtech:gt.metaitem.02:22379, Long Pulsating Iron Rod
gregtech:gt.metaitem.02:22380, Long Diamericium Titanium Rod
gregtech:gt.metaitem.02:22387, Long Mytryl Rod
gregtech:gt.metaitem.02:22389, Long Oriharukon Rod
gregtech:gt.metaitem.02:22391, Long Quantium Rod
gregtech:gt.metaitem.02:22392, Long Europium Oxide Rod
gregtech:gt.metaitem.02:22393, Long Magnetic Europium Oxide Rod
gregtech:gt.metaitem.02:22394, Long Mysterious Crystal Rod
gregtech:gt.metaitem.02:22395, Long Enriched Mysterious Crystal Rod
gregtech:gt.metaitem.02:22401, Long Infinity Catalyst Rod
gregtech:gt.metaitem.02:22402, Long Infinity Rod
gregtech:gt.metaitem.02:22405, Long Reinforced Glass Rod
gregtech:gt.metaitem.02:22412, Long Lapotron Rod
gregtech:gt.metaitem.02:22416, Long Black Plutonium Rod
gregtech:gt.metaitem.02:22417, Long Ledox Rod
gregtech:gt.metaitem.02:22418, Long Cosmic Neutronium Rod
gregtech:gt.metaitem.02:22419, Long Ichorium Rod
gregtech:gt.metaitem.02:22420, Long Phoenixite Rod
gregtech:gt.metaitem.02:22421, Long Perrox Polymer Rod
gregtech:gt.metaitem.02:22426, Long Radox Polymer Rod
gregtech:gt.metaitem.02:22470, Long Epoxy Resin Rod
gregtech:gt.metaitem.02:22471, Long Silicone Rubber Rod
gregtech:gt.metaitem.02:22472, Long Polycaprolactam Rod
gregtech:gt.metaitem.02:22473, Long Polytetrafluoroethylene Rod
gregtech:gt.metaitem.02:22490, Long Infuscolium Rod
gregtech:gt.metaitem.02:22500, Long Diamond Rod
gregtech:gt.metaitem.02:22501, Long Emerald Rod
gregtech:gt.metaitem.02:22502, Long Ruby Rod
gregtech:gt.metaitem.02:22503, Long Sapphire Rod
gregtech:gt.metaitem.02:22504, Long Green Sapphire Rod
gregtech:gt.metaitem.02:22505, Long Olivine Rod
gregtech:gt.metaitem.02:22506, Long Nether Star Rod
gregtech:gt.metaitem.02:22507, Long Topaz Rod
gregtech:gt.metaitem.02:22508, Long Tanzanite Rod
gregtech:gt.metaitem.02:22509, Long Amethyst Rod
gregtech:gt.metaitem.02:22510, Long Opal Rod
gregtech:gt.metaitem.02:22511, Long Jasper Rod
gregtech:gt.metaitem.02:22512, Long Ruby Rod
gregtech:gt.metaitem.02:22513, Long Blue Topaz Rod
gregtech:gt.metaitem.02:22514, Long Amber Rod
gregtech:gt.metaitem.02:22515, Long Dilithium Rod
gregtech:gt.metaitem.02:22516, Long Certus Quartz Rod
gregtech:gt.metaitem.02:22520, Long Monazite Rod
gregtech:gt.metaitem.02:22522, Long Nether Quartz Rod
gregtech:gt.metaitem.02:22523, Long Quartzite Rod
gregtech:gt.metaitem.02:22524, Long Lazurite Rod
gregtech:gt.metaitem.02:22525, Long Sodalite Rod
gregtech:gt.metaitem.02:22526, Long Lapis Rod
gregtech:gt.metaitem.02:22527, Long Red Garnet Rod
gregtech:gt.metaitem.02:22528, Long Yellow Garnet Rod
gregtech:gt.metaitem.02:22530, Long Apatite Rod
gregtech:gt.metaitem.02:22531, Long Niter Rod
gregtech:gt.metaitem.02:22532, Long Enderpearl Rod
gregtech:gt.metaitem.02:22533, Long Endereye Rod
gregtech:gt.metaitem.02:22534, Long Phosphorus Rod
gregtech:gt.metaitem.02:22535, Long Coal Rod
gregtech:gt.metaitem.02:22536, Long Charcoal Rod
gregtech:gt.metaitem.02:22538, Long Lignite Coal Rod
gregtech:gt.metaitem.02:22540, Long Aer Rod
gregtech:gt.metaitem.02:22541, Long Ignis Rod
gregtech:gt.metaitem.02:22542, Long Terra Rod
gregtech:gt.metaitem.02:22543, Long Aqua Rod
gregtech:gt.metaitem.02:22544, Long Perditio Rod
gregtech:gt.metaitem.02:22545, Long Ordo Rod
gregtech:gt.metaitem.02:22599, Long Polybenzimidazole Rod
gregtech:gt.metaitem.02:22610, Long Fiber-Reinforced Epoxy Resin Rod
gregtech:gt.metaitem.02:22611, Long Borosilicate Glass Rod
gregtech:gt.metaitem.02:22613, Long Nickel-Zinc Ferrite Rod
gregtech:gt.metaitem.02:22631, Long Polyphenylene Sulfide Rod
gregtech:gt.metaitem.02:22635, Long Styrene-Butadiene Rubber Rod
gregtech:gt.metaitem.02:22636, Long Polystyrene Rod
gregtech:gt.metaitem.02:22649, Long Polyvinyl Chloride Rod
gregtech:gt.metaitem.02:22770, Long Endium Rod
gregtech:gt.metaitem.02:22801, Long Blaze Rod
gregtech:gt.metaitem.02:22804, Long Obsidian Rod
gregtech:gt.metaitem.02:22809, Long Wood Stick
gregtech:gt.metaitem.02:22829, Long Deep Iron Rod
gregtech:gt.metaitem.02:22874, Long Polyethylene Rod
gregtech:gt.metaitem.02:22880, Long Rubber Rod
gregtech:gt.metaitem.02:22884, Long Desh Rod
gregtech:gt.metaitem.02:22889, Long Sealed Wood Stick
gregtech:gt.metaitem.02:22890, Long Glass Rod
gregtech:gt.metaitem.02:22953, Long Kalendrite Rod
gregtech:gt.metaitem.02:22966, Long Orichalcum Rod
gregtech:gt.metaitem.02:22975, Long Meitnerium Rod
gregtech:gt.metaitem.02:22976, Long Awakened Draconium Rod
gregtech:gt.metaitem.02:22980, Long Gallium Arsenide Rod
gregtech:gt.metaitem.02:22981, Long Indium Gallium Phosphide Rod
gregtech:gt.metaitem.02:22984, Long Superconductor Base UEV Rod
gregtech:gt.metaitem.02:22985, Long Superconductor Base UHV Rod
gregtech:gt.metaitem.02:22986, Long Superconductor Base UV Rod
gregtech:gt.metaitem.02:22987, Long Superconductor Base MV Rod
gregtech:gt.metaitem.02:22988, Long Superconductor Base HV Rod
gregtech:gt.metaitem.02:22989, Long Superconductor Base EV Rod
gregtech:gt.metaitem.02:22990, Long Superconductor Base IV Rod
gregtech:gt.metaitem.02:22991, Long Superconductor Base LuV Rod
gregtech:gt.metaitem.02:22992, Long Superconductor Base ZPM Rod
gregtech:gt.metaitem.02:23006, Small Lithium Spring
gregtech:gt.metaitem.02:23008, Small Beryllium Spring
gregtech:gt.metaitem.02:23010, Small Carbon Spring
gregtech:gt.metaitem.02:23018, Small Magnesium Spring
gregtech:gt.metaitem.02:23019, Small Aluminium Spring
